"id_dim_dechet","GROUPE DE DECHETS","SOUS-GROUPE DE DECHETS","DESCRIPTION PHYSIQUE","CATEGORIE","FAMILLE IN"
1588,"Déchets d'origine URT (uranium de retraitement)","Colis finis","Gravats (terres gravats, néons contaminés, fer et plastiques, verreries) ","TFA","TFA"
1589,"Déchets d'origine URT (uranium de retraitement)","Stock de déchets non conditionnés","Compactables (Filtres ventil, bois, cotons humides, technologiques compactables...) ","TFA","TFA"
1590,"Déchets d'origine URT (uranium de retraitement)","Stock de déchets non conditionnés","Ferrailles (Ferrailles, bombes aérosols, aluminium) ","TFA","TFA"
1591,"Déchets d'origine URT (uranium de retraitement)","Stock de déchets non conditionnés","Gravats (Verres, plastiques, gravats) ","TFA","TFA"
1592,"Déchets en provenance de COMURHEX","Fluorines contaminées par de l'uranium naturel ","Fluorines en fûts de 200 litres ","AUTRES","DSH"
1593,"Déchets en provenance de COMURHEX","Fluorines contaminées par de l'uranium naturel et des traces d'uranium de retraitement","Fluorines en fûts de 200 litres ","AUTRES","DSH"
1595,NA,NA,"LA: liquides aqueux (0,004m3)","FMA-VC","F3-7-01"
1596,NA,NA,"LS-LH : Solvants et Huiles Liquides (0,0024m3)","FMA-VC","F3-7-01"
1597,NA,NA,"S04 (0,125m3)","AUTRES","S04"
1599,NA,NA,"SNI: solides non incinérables (0,09m3)","FMA-VC","F3-01"
1600,"Détecteurs d'incendie",NA,"Sources DSCA3/6 fabriquées par Amersham - 241Am(7638 unite)","AUTRES","S01"
1601,"Détecteurs d'incendie",NA,"Sources fabriquées par NRD - 241 AM utilisée pour détecteurs System Sensor(14050 unite)","AUTRES","S01"
1602,"Détecteurs d'incendie",NA,"Sources SAC3 - 238 Pu fabriquées par le CEA(200 unite)","AUTRES","S01"
1603,"Détecteurs d'incendie",NA,"Sources SAC3 - 241 Am fabriquées par le CEA unite","AUTRES","S01"
1604,"Détecteurs d'incendie",NA,"Sources SECI11 241 Am, utilisé pour les détecteurs SO12(9000 unité)","AUTRES","S01"
1605,"Déchets de démantélements ",NA,"Déchets induits par la manipulation des éléments tritiés de famas(0,12 m3 - 1 t )","TFA","TFA"
1606,"dechets trities electroluminescent",NA,"alidade et coulisseau de FAMAS (1 m3 - 1 t - 5 Fût de 200 L)","AUTRES","S02"
1609,"Déchets entreposés issus des travaux de fondation",NA,"Déblais(1884 m3 - 1 t unite)","FA-VL","F6-9-01"
1610,"Déchets",NA,"Boues séchées ","AUTRES","DSH"
1612,"Déchets aéronautiques","Alliages TZ6","Eléments de cellules(19 m3 - 1 t )","FA-VL","DIV9"
1613,"Déchets aéronautiques","Alliages ZT1","Eléments moteurs(356,9 m3 - 1 t )","FA-VL","DIV9"
1614,"Déchets aéronautiques thorium (ni ZT1 - ni TZ6)","Eléments de cellules","Prismes et lentilles au thorium(1 m3 - 1 t )","FA-VL","DIV9"
1615,"Déchets divers en caisses",NA,"Déchets radium (1,4 m3 - 1 t )","AUTRES","S02"
1616,"Déchets divers en caisses",NA,"Déchets tritium (3,2 m3 - 1 t )","AUTRES","S02"
1617,"Déchets en conteneurs",NA,"Déchets crash avion, poussières, équipements de protection individuelle...(1404 m3 - 1 t )","FA-VL","DIV9"
1618,"Déchets Thorium non aéronautiques",NA,"1 auto directeur AC3G, baguettes de soudure(0,2 m3 - 5 t )","FA-VL","DIV9"
1619,NA,NA,"LA: liquides aqueux (0,0035m3)","FMA-VC","F3-7-01"
1622,"Déchets divers",NA,"Amiante en big bag et fûts de 200 litres ( colle amiantée, acier inox amianté, lincleum, joints)(3,4 m3 - 1 t )","TFA","TFA"
1623,"Déchets divers",NA,"Matériel électronique-DSFI en fûts de 120 litres et 200 litres(0,4 m3 - 1 t )","TFA","TFA"
1624,"Déchets technologique",NA,"Déchets sous forme de flacon de scintillation en verre (contenant du scintillant organique) (0,1 m3 - 1 t - 15 objets)","FMA-VC","DIV3"
1625,"Déchets technologique",NA,"Déchets sous forme de solutions acqueuses (étalon liquide en flacon)(0,1 m3 - 1 t - 17 objets)","TFA","TFA"
1626,"Déchets technologique",NA,"""Flacon contenant des MCR """"fils""""(0,1 m3 - 1 t - 1 flacon)""","FMA-VC","DIV3"
1627,"Déchets technologique",NA,"Flacon vide de MCR non scellées ELMB55 N°4595(0,1 m3 - 1 t - 1 flacon)","FMA-VC","DIV3"
1628,"Déchets technologique",NA,"Fût de 30 L contenant des déchets liquides (résidus d'intercomparaisons, confections à partir de sources non-scéllées (0,1 m3 - 1 t - 1 fût)","TFA","TFA"
1629,"Déchets technologique",NA,"Fûts de 120 L de dechets issus du laboratoire pour la préparation des sources (0,2 m3 - 1 t - 2 fût)","TFA","TFA"
1630,"Déchets technologiques","Déchets électroniques","Balise Autonome Transportable(0,1 m3 - 1 t - 5 0)","AUTRES","S01"
1631,"Déchets technologiques","Détecteurs ioniques de fumées","Détecteurs ioniques de fumées Am 241(1 m3 - 1 t - 108 0)","AUTRES","S01"
1632,"Déchets technologiques","Fûts déchets divers","Baguette de soudure Thorium(0,1 m3 - 1 t - 80 0)","FA-VL","DIV9"
1633,"Déchets technologiques","Fûts déchets divers","Plaques radioluminescentes 226Ra(0,1 m3 - 1 t - 5 0)","AUTRES","S02"
1634,"Déchets technologiques","Fûts déchets divers","Plaques radioluminescentes 3H(0,2 m3 - 1 t - 164 0)","AUTRES","S02"
1635,"Déchets technologiques","Marquage Radioluminescent","Boussole / Compas portable(0,1 m3 - 1 t - 64 0)","AUTRES","S02"
1636,"Déchets technologiques","Marquage Radioluminescent","Coffret synchro-récepteur SR-IS(0,1 m3 - 1 t - 3 0)","AUTRES","S02"
1637,"Déchets technologiques","Marquage Radioluminescent","Face Parlante Crotale(0,1 m3 - 1 t - 8 0)","AUTRES","S02"
1638,"Déchets technologiques","Marquage Radioluminescent","Indicateurs de barre(0,1 m3 - 1 t - 2 0)","AUTRES","S02"
1639,"Déchets technologiques","Marquage Radioluminescent","Manomètre 226Ra(0,1 m3 - 1 t - 2 0)","AUTRES","S02"
1640,"Déchets technologiques","Marquage Radioluminescent","Manomètre 3H(0,1 m3 - 1 t - 17 0)","AUTRES","S02"
1641,"Déchets technologiques","Marquage Radioluminescent","Organes de visée AANF1 226Ra(0,1 m3 - 1 t - 6 0)","AUTRES","S02"
1642,"Déchets technologiques","Marquage Radioluminescent","Organes de visée AANF1 3H(0,1 m3 - 1 t - 513 0)","AUTRES","S02"
1643,"Déchets technologiques","Marquage Radioluminescent","Répétiteurs d'ordre(0,1 m3 - 1 t - 2 0)","AUTRES","S02"
1644,"Déchets technologiques","Marquage Radioluminescent","Téléphones Hurleurs(3,5 m3 - 1 t - 53 0)","AUTRES","S02"
1645,"Déchets technologiques","Marquage Radioluminescent","Tiges TLT(0,1 m3 - 1 t - 3 0)","AUTRES","S02"
1646,"Déchets technologiques","Tubes électroniques","Éclateur de protection(0,1 m3 - 1 t - 5 0)","AUTRES","S01"
1647,"Déchets technologiques","Tubes électroniques","Tube électronique 60Co(0,2 m3 - 1 t - 46 0)","AUTRES","S01"
1648,"Déchets technologiques","Tubes électroniques","Tube électronique 63Ni(0,1 m3 - 1 t - 27 0)","AUTRES","S01"
1649,"Déchets technologiques","Tubes électroniques","Tubes électroniques 3H(0,5 m3 - 1 t - 68 0)","AUTRES","S01"
1650,"Déchets technologiques",NA,"Cartouches de charbon actif en fût de 120 litres(0,01 m3 - 1 t )","TFA","TFA"
1651,"Déchets technologiques",NA,"Déchets métalliques(0,7 m3 - 1 t )","TFA","TFA"
1652,"Déchets technologiques",NA,"Plastiques rigides TFA en fûts de 200 litres et 120 litres et caisson de 1 m3(0,7 m3 - 1 t )","TFA","TFA"
1653,"Matériau contenant des radionucleides",NA,"Contenant plastique provenant du CEA département radioelements(0,1 m3 - 1 t - 1 pièce)","AUTRES","S01"
1655,"Matériau contenant des radionucleides",NA,"Fiole en verre ELWE didactiques et Leybold didactic(0,1 m3 - 1 t - 1 pièce)","AUTRES","S01"
1656,"Matériau contenant des radionucleides",NA,"Flacon en verre provenant de la pharmacie centrale de Toulon(0,1 m3 - 1 t - 5 pièces)","FA-VL","DIV9"
1657,"Matériau contenant des radionucleides",NA,"""Montre de marque """"starmaster"""" comportant de la peinture radioluminescentes(0,1 m3 - 1 t - 1 pièce)""","AUTRES","S02"
1658,"Matériau contenant des radionucleides",NA,"source US RADIOACTIVE CORP.(0,1 m3 - 1 t - 1 unite)","AUTRES","S02"
1659,"Matériau contenant des radionucleides",NA,"Sources de contrôle DOM 410(0,5 m3 - 1 t - 390 pièces)","AUTRES","S01"
1660,"Matériau contenant des radionucleides",NA,"Thé de turquie contaminé(0,1 m3 - 1 t - 1 pièce)","TFA","TFA"
1661,"Matériau contenant des radionucleides",NA,"Tube d'aluminium (0,1 m3 - 1 t - 1 pièce)","FA-VL","DIV9"
1662,"Matériau contenant des radionucleides",NA,"Tube luminescent(0,1 m3 - 1 t - 1 pièce)","AUTRES","S02"
1663,"Source  jaugeur halon",NA,"Source Co-60(0,1 m3 - 1 t - 1 pièce)","AUTRES","S01"
1669,NA,NA,"LS-LH : Solvants et Huiles Liquides (0,02m3)","FMA-VC","F3-7-01"
1673,NA,NA,"SL: flacons de scintillation en plastique (0,15m3)","FMA-VC","F3-7-01"
1674,NA,NA,"SLV: flacons de scintillation en verre (0,1m3)","FMA-VC","F3-7-01"
1675,NA,NA,"SNI: solides non incinérables (0,0001m3)","FMA-VC","F3-01"
1676,NA,NA,"SNI: solides non incinérables (0,003m3)","FMA-VC","F3-01"
1677,"Autres déchets",NA,"Déchets chimiques dangereux(1 m3 - 1 t )","FMA-VC","F3-7-01"
1678,"Autres déchets",NA,"Déchets technologiques contaminés au radium (plaques radioluminescentes)(1,4 m3 - 1 t )","FA-VL","DIV6"
1679,"Autres déchets",NA,"Déchets technologiques contaminés au tritium (plaques radioluminescentes)(0,4 m3 - 1 t )","FMA-VC","DIV4"
1680,"Autres déchets",NA,"Détecteurs de fumée à l'américium(5 unités)","AUTRES","S01"
1681,"Autres déchets",NA,"Détecteurs de fumée au plutonium(4 unités)","AUTRES","S01"
1682,"Autres déchets",NA,"Paratonnerres à l'américium(6 unités)","FA-VL","F6-9-04"
1683,"Autres déchets",NA,"Paratonnerres au radium(1 unité)","FA-VL","F6-9-02"
1684,"Autres déchets",NA,"Tubes fluorescents, piles, batteries(0,3 m3 - 1 t )","TFA","TFA"
1685,"Déchets de procédé",NA,"Filtres en coton non conditionnés(0,4 m3 - 1 t )","FMA-VC","F3-7-01"
1686,"Déchets de procédé",NA,"Filtres en coton(1,5 m3 - 1 t )","FMA-VC","F3-7-01"
1687,"Déchets de procédé",NA,"Résines de circuit primaire(1,4 m3 - 1 t - 12 fûts de résines)","FMA-VC","F3-7-01"
1688,"Déchets technologiques",NA,"Aluminium (big bag)(1,4 m3 - 1 t )","TFA","TFA"
1689,"Déchets technologiques",NA,"Boues de décantation(1,06 m3 - 1 t )","TFA","TFA"
1690,"Déchets technologiques",NA,"Charbon actif : cartouches de masques(0,5 m3 - 1 t )","TFA","TFA"
1691,"Déchets technologiques",NA,"Déchets amiantés (8 fûts de 200 litres   1 bac de déchets en vrac  2 big-bag)(4,3 m3 - 1 t )","TFA","TFA"
1692,"Déchets technologiques",NA,"Déchets amiantés conditionnés en conteneurs de 10 m3(8 m3 - 1 t )","TFA","TFA"
1693,"Déchets technologiques",NA,"Déchets conditionné en fûts de 120 litres pour CENTRACO (résines, sacs d'aspirateur, chiffons)(10,6 m3 - 1 t )","FMA-VC","F3-7-01"
1694,"Déchets technologiques",NA,"Déchets conditionnés ANDRA (fûts de 200 litres)(2,4 m3 - 1 t unite)","TFA","TFA"
1695,"Déchets technologiques",NA,"Déchets conditionnes ANDRA FAMA (fûts FA-MA)(5,4 m3 - 1 t )","FMA-VC","F3-6-04"
1696,"Déchets technologiques",NA,"Déchets conditionnés TFA en big-bags (cellulosiques, plastiques souples, calorifuges)(19,5 m3 - 1 t )","TFA","TFA"
1697,"Déchets technologiques",NA,"Déchets conditionnés TFA en caisson de 1, 2 ou 5 m3 (certains en cours de remplissage)(24,3 m3 - 1 t )","FMA-VC","F3-6-04"
1698,"Déchets technologiques",NA,"Déchets dangereux (bombes aérosols, piles, silicagel), 2 fûts de 120 litres(0,2 m3 - 1 t )","TFA","TFA"
1699,"Déchets technologiques",NA,"Déchets divers TFA ou FAMA (métaux, verre, polystyrène, câbles, filtres, flexibles, thermocouples, chaussures)(2,4 m3 - 1 t )","FMA-VC","DIV3"
1700,"Déchets technologiques",NA,"Déchets en attente de tri et de conditionnement (récipients laboratoire, plastique, cellulosiques, aciers, divers...)(2,2 m3 - 1 t )","FMA-VC","F3-01"
1701,"Déchets technologiques",NA,"Déchets en instance de déclassement (9 m3 - 1 t )","TFA","TFA"
1702,"Déchets technologiques",NA,"Déchets souillés (bidons, chiffons, déchets chromatés, scintillants, huile, sulfate mercurique)(0,7 m3 - 1 t )","AUTRES","DSF"
1703,"Déchets technologiques",NA,"Gravats de déconstruction (big-bags  en cours de remplissage)(7,3 m3 - 1 t )","TFA","TFA"
1704,"Déchets technologiques",NA,"Gravats de déconstruction pulvérulents (fût en cours de remplissage)(1,2 m3 - 1 t )","TFA","TFA"
1705,"Déchets technologiques",NA,"Matériel informatique et électronique(3 m3 - 1 t )","TFA","TFA"
1706,"Conteneurs Type ANDRA",NA,"Moteurs ou éléments de moteurs(3 déchets d'éléments de moteurs )","FA-VL","DIV9"
1707,"Conteneurs Type SNCF",NA,"Moteurs corrodés(7 moteurs )","FA-VL","DIV9"
1708,"Conteneurs Type SNCF",NA,"Terre thoriée unite","FA-VL","DIV9"
1709,"Matériel aéronautique",NA,"BTP Super Frelon SA 321(30,7 m3 - 1 t - 17 Pièces)","FA-VL","DIV9"
1710,"Matériel aéronautique",NA,"Moteur TURMO III C7(14 m3 - 1 t - 10 Carters)","FA-VL","DIV9"
1711,"Déchets de Moyenne Activite ou Faible Activité à Vie Courte (FMA-VC)","Déchets conditionnés en attente d'expédition","Big-bags (1m3) - Déchets inertes(89 BB1)","TFA","TFA"
1712,"Déchets de Moyenne Activite ou Faible Activité à Vie Courte (FMA-VC)","Déchets conditionnés en attente d'expédition","Big-bags (1m3) - Déchets métalliques(1 BB1)","TFA","TFA"
1713,"Déchets de Moyenne Activite ou Faible Activité à Vie Courte (FMA-VC)","Déchets conditionnés en attente d'expédition","Big-bags (1m3) - Déchets non métalliques(4 BB1)","TFA","TFA"
1714,"Déchets de Moyenne Activite ou Faible Activité à Vie Courte (FMA-VC)","Déchets conditionnés en attente d'expédition","Caissons métalliques (5m3)(15 CM5M3)","FMA-VC","F3-2-15"
1715,"Déchets de Moyenne Activite ou Faible Activité à Vie Courte (FMA-VC)","Déchets conditionnés en attente d'expédition","Casiers (1.33m3) - Déchets métalliques(3 CA1)","TFA","TFA"
1716,"Déchets de Moyenne Activite ou Faible Activité à Vie Courte (FMA-VC)","Déchets conditionnés en attente d'expédition","Casiers (2,66m3) - Déchets métalliques(8 CA2)","TFA","TFA"
1717,"Déchets de Moyenne Activite ou Faible Activité à Vie Courte (FMA-VC)","Déchets conditionnés en attente d'expédition","Fûts métalliques (200l) - Déchets compactables(2 F1)","FMA-VC","F3-01"
1718,"Déchets de Moyenne Activite ou Faible Activité à Vie Courte (FMA-VC)","Déchets conditionnés en attente d'expédition","Fûts métalliques (200l) - Déchets non métalliques(184 F1)","TFA","TFA"
1719,"Déchets de Moyenne Activite ou Faible Activité à Vie Courte (FMA-VC)","Déchets conditionnés en attente d'expédition","Fûts plastiques (200l) - Déchets incinérables(30 F6)","FMA-VC","F3-7-01"
1720,"Déchets de Moyenne Activite ou Faible Activité à Vie Courte (FMA-VC)","Déchets non conditionnés ou préconditionnés","Amiante ","TFA","TFA"
1721,"Déchets de Moyenne Activite ou Faible Activité à Vie Courte (FMA-VC)","Déchets non conditionnés ou préconditionnés","Bois seul,  flexel ","TFA","TFA"
1722,"Déchets de Moyenne Activite ou Faible Activité à Vie Courte (FMA-VC)","Déchets non conditionnés ou préconditionnés","Bois seul, flexel ","FMA-VC","F3-7-01"
1723,"Déchets de Moyenne Activite ou Faible Activité à Vie Courte (FMA-VC)","Déchets non conditionnés ou préconditionnés","Déchets électriques et électroniques ","TFA","TFA"
1724,"Déchets de Moyenne Activite ou Faible Activité à Vie Courte (FMA-VC)","Déchets non conditionnés ou préconditionnés","Filtres de  ventilation ","FMA-VC","F3-2-15"
1725,"Déchets de Moyenne Activite ou Faible Activité à Vie Courte (FMA-VC)","Déchets non conditionnés ou préconditionnés","Filtres de ventilation ","TFA","TFA"
1726,"Déchets de Moyenne Activite ou Faible Activité à Vie Courte (FMA-VC)","Déchets non conditionnés ou préconditionnés","Gravats ","TFA","TFA"
1727,"Déchets de Moyenne Activite ou Faible Activité à Vie Courte (FMA-VC)","Déchets non conditionnés ou préconditionnés","Huiles ","FMA-VC","F3-7-01"
1728,"Déchets de Moyenne Activite ou Faible Activité à Vie Courte (FMA-VC)","Déchets non conditionnés ou préconditionnés","Liquides organiques ","FMA-VC","F3-7-01"
1729,"Déchets de Moyenne Activite ou Faible Activité à Vie Courte (FMA-VC)","Déchets non conditionnés ou préconditionnés","Metaux ferreux ","FMA-VC","F3-2-15"
1730,"Déchets de Moyenne Activite ou Faible Activité à Vie Courte (FMA-VC)","Déchets non conditionnés ou préconditionnés","Métaux ferreux ","FMA-VC","F3-7-02"
1731,"Déchets de Moyenne Activite ou Faible Activité à Vie Courte (FMA-VC)","Déchets non conditionnés ou préconditionnés","Métaux ferreux  ","TFA","TFA"
1732,"Déchets de Moyenne Activite ou Faible Activité à Vie Courte (FMA-VC)","Déchets non conditionnés ou préconditionnés","Metaux non ferreux ","FMA-VC","F3-2-15"
1733,"Déchets de Moyenne Activite ou Faible Activité à Vie Courte (FMA-VC)","Déchets non conditionnés ou préconditionnés","Métaux non ferreux ","TFA","TFA"
1734,"Déchets de Moyenne Activite ou Faible Activité à Vie Courte (FMA-VC)","Déchets non conditionnés ou préconditionnés","Piles, batteries ","TFA","TFA"
1735,"Déchets de Moyenne Activite ou Faible Activité à Vie Courte (FMA-VC)","Déchets non conditionnés ou préconditionnés","Plastiques, caoutchouc ","FMA-VC","F3-7-01"
1736,"Déchets de Moyenne Activite ou Faible Activité à Vie Courte (FMA-VC)","Déchets non conditionnés ou préconditionnés","Plastiques, caoutchouc  ","FMA-VC","F3-01"
1737,"Déchets de Moyenne Activite ou Faible Activité à Vie Courte (FMA-VC)","Déchets non conditionnés ou préconditionnés","Plastiques, caoutchouc   ","TFA","TFA"
1738,"Déchets de Moyenne Activite ou Faible Activité à Vie Courte (FMA-VC)","Déchets non conditionnés ou préconditionnés","Solutions de lessivage ","FMA-VC","F3-7-01"
1739,"Déchets de Moyenne Activite ou Faible Activité à Vie Courte (FMA-VC)","Déchets non conditionnés ou préconditionnés","Solvants ","FMA-VC","F3-7-01"
1740,"Déchets de Moyenne Activite ou Faible Activité à Vie Courte (FMA-VC)","Déchets non conditionnés ou préconditionnés","Tubes fluorescents ","TFA","TFA"
1741,NA,NA,"LA: liquides aqueux (0,0018m3)","FMA-VC","F3-7-01"
1743,NA,NA,"SI: solides incinérables (0,0015m3)","FMA-VC","F3-7-01"
